,biase,yan1,yan2,goolam,deng1,deng2,pollen,kolodziejczyk,patel,fan,treutlein
1,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
2,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
3,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
4,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
5,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
6,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
7,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
8,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
9,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
10,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
11,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
12,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
13,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
14,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
15,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
16,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
17,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
18,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
19,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
20,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
21,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
22,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
23,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
24,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
25,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
26,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
27,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
28,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
29,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
30,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
31,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
32,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
33,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
34,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
35,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
36,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
37,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
38,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
39,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
40,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
41,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
42,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
43,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
44,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
45,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
46,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
47,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
48,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
49,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
50,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
51,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
52,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
53,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
54,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
55,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
56,0.948262859,0.629720942,0.515512936,0.310197728,0.562637775,0.580462967,0.841983944,0.588511442,0.902393496,0.250327654,0.139300079
