,biase,yan1,yan2,goolam,deng1,deng2,pollen,kolodziejczyk,patel,fan,treutlein
1,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
2,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
3,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
4,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
5,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
6,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
7,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
8,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
9,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
10,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
11,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
12,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
13,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
14,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
15,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
16,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
17,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
18,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
19,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
20,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
21,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
22,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
23,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
24,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
25,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
26,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
27,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
28,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
29,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
30,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
31,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
32,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
33,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
34,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
35,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
36,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
37,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
38,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
39,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
40,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
41,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
42,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
43,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
44,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
45,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
46,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
47,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
48,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
49,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
50,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
51,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
52,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
53,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
54,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
55,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
56,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
57,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
58,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
59,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
60,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
61,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
62,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
63,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
64,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
65,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
66,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
67,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
68,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
69,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
70,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
71,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
72,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
73,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
74,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
75,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
76,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
77,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
78,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
79,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
80,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
81,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
82,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
83,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
84,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
85,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
86,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
87,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
88,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
89,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
90,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
91,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
92,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
93,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
94,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
95,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
96,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
97,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
98,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
99,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
100,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
Median,1,0.802876152,0.640763676,0.355149345,0.428539118,0.458216968,0.836283037,0.530405941,0.838398091,0.24883686,0.330752091
